Stars;Reviews
5.0;Me encanta todo sobre este reloj. Desde el color hasta el ajuste y el tamaño de la esfera... ¿Este reloj literalmente lo hace todo y por un poco más de $35? No puedes vencerlo. Lo único que no he visto que pueda hacer todavía es contestar el teléfono o enviar mensajes de texto desde el reloj. Pero estoy enamorado de eso. Es precioso y es tecnológico y funcional.
5.0;Muy bien como en la descripción
5.0;A mi hija adolescente le encanta...
5.0;Por el precio pagado calidad y funciones excelentes.
5.0;Una muy buena experiencia, el producto es elegante, simplemente hermoso y tiene muchas funciones, detección de frecuencia cardíaca en tiempo real, medición automática de la presión arterial, la pantalla se puede seleccionar, la precisión es igual a varios días para continuar, el valor medido es básicamente en línea con el valor de índice existente de autocondición, los datos son confiables, el producto tiene una forma hermosa, toda la estructura de la pulsera tiene un fuerte sentido de integridad al ver la salud del cuerpo, la correa se ve muy cómoda, el el material de silicona es fuerte, la sensación no se corrige para entonces, el precio es aceptable, la medición de la frecuencia cardíaca de la presión arterial es muy precisa, puede controlar el sueño, como lo he usado antes
5.0;Todo está bien
5.0;Buen producto
5.0;Regalado por estropearse el anterior no aguanto la piscina .Espero que este aguante el agua como dice .
5.0;¡Este reloj deportivo es un regalo de Navidad anticipado para mi nuevo gerente! ella lanzó su resolución de Año Nuevo temprano porque se casará este verano. obviamente, el reloj está destinado a ayudarla a progresar. ¡Le encanta el regalo! Sus características favoritas son el podómetro, el monitor de frecuencia cardíaca y el rastreador de ejercicios. El reloj es lo suficientemente cómodo para usarlo todos los días y es compatible con iPhone y Android. La pantalla del reloj responde y, lo que es más importante, es resistente al agua. ¡solo tienes que quitarlo para cargarlo! a este precio, ¡no pude encontrar un rastreador de ejercicios de mejor valor!
5.0;A mi mujer le ha encantado, es fácil de usar, y de sincronizar en tu móvil.
5.0;No lo compré para mí, pero creo que está bien.
5.0;El aspecto es genial, fácil de leer y configurar.
5.0;Primero compré uno para mi madre y luego uno para mí. Me encanta.
5.0;Muy comodo
5.0;Tiene una aplicación móvil que realiza un seguimiento de su presión arterial, frecuencia cardíaca, realiza un seguimiento de los pasos que realiza y realmente lo ayuda con su actividad diaria y lo mantiene muy activo.
5.0;Demasiado pronto para dar una revisión completa, pero en general, k funciona bien por el momento, para ver a tiempo. Qué decir a este precio Gracias
5.0;Compre este reloj dos veces una para mi y otra para regalar pues después de un mes nos gusto como iba pues bien después de diez meses sigue funcionando estupendamente, la batería aguanta de tres días dándole uso continuo y usando el gps todos los días mínimo una hora si no usas el gps dura mucho más, la previsión de oxígeno es bastante correcta comprobándolo a la vez con otro de farmacia y la tensión bastante aproximada de farmacia tomadas a la vez recibes los wasap, la llamadas … en resumen contenta por el precio que tiene creo que está muy bien
5.0;Fue un regalo, quedó genial.
5.0;Técnicamente, no compré este reloj como un reloj inteligente, lamentablemente a mi edad mi vista empeoró y no podía leer el dial de mi costoso reloj inteligente. Esto funciona perfectamente, el dial es legible y puedes elegir otros. La correa está perfectamente bien, algunos han dicho que se mancha, pero no he encontrado esto, tal vez sea el tinte de sus jeans. No puedo decir si es preciso para los pasos, etc., ya que desactivé esta función porque descubrí que la aplicación agotó la batería de mi teléfono, pero como un reloj digital estándar de esfera grande, es fabuloso y parece más caro de lo que es.
5.0;La batería me dura más de 10 días. Buenas características/precio.
5.0;Compré esto para reemplazar el anterior, me encanta todo el seguimiento que tiene.
5.0;Lo abrí y se cargó muy rápido. Estoy muy contento con él. Mis mensajes de texto aparecen en el teléfono y cuando alguien llama a Best Buy, creo. Feliz navidad
5.0;Relación calidad-precio! hace todo
5.0;El reloj funciona muy bien y se recarga rápido. Si tienes un cargador USB 2A en 1,5/2 horas se carga. La carga dura 3/4 días (nunca la he tenido descargada del todo). Todas las funciones son bastante fiables. Un buen producto para este rango de precios. el reloj es resistente al agua y, de hecho, no me lo quito cuando me lavo las manos, pero desaconsejaría ducharme por seguridad.
5.0;Es fácil de usar. Es ligero y el tamaño de pantalla está muy bien.Lo que no me gusta, es cuando usas la opción de hacer otro deporte, y te mide las calorías y el tiempo, pero no se suma al total de la pantalla inicial.
5.0;Todo está bien
5.0;Sólo una palabra rápida. El reloj es exactamente lo que esperaba. Necesitaba algo para comprobar cómo me muevo durante el día (escaleras, escalones, etc.). Trabajo desde casa todo el tiempo, por lo que es fácil hacer solo 3000 pasos a la semana y eso no es suficiente ni siquiera para un día. No quería nada lujoso por dos razones: necesitaría cargarlo todos los días y esto no lo requiere. Parece un reloj real y no solo una banda. Solía ​​​​usar otros relojes (algunos de las mejores marcas, que eran mucho más caros) y todos murieron en mí. Decidí optar por una opción más económica porque no necesitaba todas las características sofisticadas. Esto es simple, asequible y satisface todas mis necesidades. Gracias.
5.0;Este reloj es, con mucho, el mejor reloj inteligente que he usado. Lo compré e instalé el mismo día que lo recibí. Fue fácil de instalar y pagar en mi iPhone. Solo tomó unos minutos. La duración de la batería es asombrosa, no la he cargado desde que la compré y ¡eso fue hace 4 días! ¡¡Sensacional!! El aspecto es elegante y se puede usar con casi cualquier cosa. Es duro, lo cual me gusta porque tengo dos niños que tiran y puede manejar a esos niños sin problema. Tiene todas las funciones que deseas en un reloj inteligente. ¡Mi favorito es el que me dice que me levante y me active si he estado sentado por mucho tiempo! Entrenador personal en mi muñeca, ¡lo llamo ganar-ganar! Recibo todas mis notificaciones sin tener que cargar con mi teléfono. Entonces, si recibo una llamada telefónica y no puedo acceder a mi teléfono. Sé quién fue y puedo rechazar la llamada y volver a llamar más tarde. Lo sincronicé con mi aplicación de salud en mi iPhone y ahora tengo una mejor idea de mis patrones de sueño con solo tocar una pantalla. Es una pantalla táctil con un botón en el lateral. El botón está bien colocado y nunca se atasca. El botón se usa como un error de retroalimentación para algunas de las tareas que realiza en el reloj. Puede personalizar las alertas. Si no quieres recibir esas molestas alertas todo el día, ve a la aplicación en tu teléfono y desactívalas. Con todo, ¡este reloj definitivamente cumple todos los requisitos y tiene un precio increíble!
5.0;Fantástico kit, comprado para mi esposa como regalo de cumpleaños, le encanta.
5.0;¡Hasta ahora 5 estrellas! Lea las preguntas/búsquelas para encontrar la respuesta a muchas de sus preguntas. La aplicación tiene categorías que no tienen sentido, ¡un poco como esta oración! Notificaciones automáticas: notificaciones que van al reloj, no a la aplicación en sí. sí, está debajo del dispositivo, ¡pero estas son las únicas configuraciones! 😝 Busqué algunos y te ahorraré algo de tiempo... ¿Cómo sabes que se está cargando? Bueno, está en la aplicación, abre la pestaña del dispositivo, arriba a la izquierda, ves un pequeño ícono de batería y conectado. Personalmente, experé un ícono de batería en el reloj. pero esto servirá. Yo mismo recomendaría no usar su cargador rápido junto a usted. ¿Cómo conecto WhatsApp? Esas son las notificaciones automáticas que mencioné anteriormente, abra nuevamente la pestaña del dispositivo - notificaciones automáticas - desplácese por la lista y marque las casillas - es posible que tenga para aceptar algunos permisos de teléfono aquí también. Tenga en cuenta que no todas estas aplicaciones estarán en uso con su teléfono. No he descubierto cómo agregar sus propias imágenes al fondo del reloj según la descripción... si encuentro esa, la actualizaré.
5.0;Buen producto
5.0;Si desea que su dispositivo diga millas y no kilómetros, debe estar en modo británico y no métrico. Lo encontré raro pero funcionó jajaja.
5.0;Debo decir que como primera experiencia me decepcionó no funcionó bien pero........ después de contactar al vendedor resolvió el problema dándome otro reloj y ahora debo reconocer que gasté bien el dinero y estoy satisfecho con eso
5.0;¡Calidad superior! ¡Primero una gran impresión de la mano de obra y luego, después de encender el reloj, me sorprendió lo rápido y la hermosa imagen que tiene el reloj! Así que, en general, ¡una excelente oferta a un excelente precio!
5.0;Solo en una semana funciona muy bien!!! muy bonito !!!
5.0;Fue para regalo y le encantó. Igual que en descripción. Lo pedimos en color rosa, se confundieron y nos mandaron el negro, pero me puse en contacto con el vendedor y enseguida nos mandó dos correas de color rosa y nos dijo que no quedáramos la de color negro también. La verdad que ha sido un acierto. De momento no ha dado ningún problema. Cumple su función perfectamente.
5.0;se lo regale a mi mujer y por ahora le encanta.
5.0;Me gusta mucho es muy fácil de usar.
5.0;Sus funciones
5.0;Acabo de recibirlo. Tiemetun diseño muy bonito y muy ligero. Viene muy bien protegido en su caja, con el cable usb y con el manual de instrucciones que entre varios idiomas está el castellano también. Por ahora encnatado del producto
5.0;Mi compañero compró esto porque solo quería seguir sus pasos. En mi opinión, pagar £ 25 por un reloj inteligente fue un poco arriesgado, ¡pero hasta ahora todo bien con este reloj! Realiza un seguimiento de los pasos, las calorías, el sueño, tiene recordatorios de movimiento, se sincroniza con sus mensajes y calendario y le dice cómo está el clima. De hecho, hace prácticamente todo lo que hace mi propio reloj Fitbit (¡£125!), lo cual es increíble por el dinero. Partner lo ha tenido durante una semana, por lo que es pronto, pero hasta ahora no se ha roto y la batería parece durar mucho tiempo. ¡Buena compra!
5.0;El reloj es muy bonito y muy sencillo de usar.Además, el vendedor es muy servicial y muy rápido en resolver cualquier duda o problema.
5.0;Excelente duración de la batería
5.0;El reloj funcionó bastante bien hasta que dejó de cargarse después de 13 meses. Recién fuera de garantía.
